"cfda_program_num","cfda_program_title","agency_code","recipient_county_code","recipient_state_code","recipient_country_code","assistance_type","fiscal_year","asst_cat_type","recip_cat_type","fed_funding_amount","non_fed_funding_amount","total_funding_amount","face_loan_guran","orig_sub_guran","agency_name","assistance_type_name","recip_cat_type_name"
"59.016 ","Surety Bond Gurantee                                                      ","7300","173","OH","USA","09","2016","i","f",0,0,0,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","179","IN","USA","09","2016","i","f",702685,175671,878356,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","183","MO","USA","09","2016","i","f",60000,6666,66666,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","189","MO","USA","09","2016","i","f",245084,27232,272316,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","197","IA","USA","09","2016","i","f",657600,164400,822000,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","197","IL","USA","09","2016","i","f",508072,127018,635090,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","201","TX","USA","09","2016","i","f",130307,14479,144785,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","209","KY","USA","09","2016","i","f",3690,410,4100,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","209","MO","USA","09","2016","i","f",2250,250,2500,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","213","GA","USA","09","2016","i","f",49500,5500,55000,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","220","AK","USA","09","2016","i","f",22500,2500,25000,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","297","GA","USA","09","2016","i","f",15200,3800,19000,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","355","TX","USA","09","2016","i","f",11250,1250,12500,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","367","TX","USA","09","2016","i","f",0,0,0,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","419","TX","USA","09","2016","i","f",14250,3250,17500,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","439","TX","USA","09","2016","i","f",273822,68455,342277,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","453","TX","USA","09","2016","i","f",109852,12206,122058,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","510","MD","USA","09","2016","i","f",353874,39319,393193,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","510","MO","USA","09","2016","i","f",554423,138606,693029,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","710","VA","USA","09","2016","i","f",4300885,477875,4778761,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","760","VA","USA","09","2016","i","f",2003838,222648,2226486,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.016 ","Surety Bond Gurantee                                                      ","7300","810","VA","USA","09","2016","i","f",135000,15000,150000,0,0," SMALL BUSINESS ADMINISTRATION","Insurance","For-Profit Organization"
"59.008 ","Disaster                                                                  ","7300","001","CA","USA","08","2016","l","f",0,0,0,243200,21275," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","001","CT","USA","08","2016","l","f",0,0,0,-7800000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","003","CT","USA","08","2016","l","f",0,0,0,-13500000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","025","NJ","USA","08","2016","l","f",0,0,0,-10825000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","031","IL","USA","08","2016","l","f",0,0,0,25000000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","037","CA","USA","08","2016","l","f",0,0,0,-2500000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","045","PA","USA","08","2016","l","f",0,0,0,74800000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","051","OR","USA","08","2016","l","f",0,0,0,47600000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","053","MN","USA","08","2016","l","f",0,0,0,85000000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","061","NY","USA","08","2016","l","f",0,0,0,-1600000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","091","KS","USA","08","2016","l","f",0,0,0,5000000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","121","GA","USA","08","2016","l","f",0,0,0,-14685000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","453","TX","USA","08","2016","l","f",0,0,0,64500000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.011 ","SBIC                                                                      ","7300","510","MD","USA","08","2016","l","f",0,0,0,28000000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","AL","USA","08","2016","l","f",0,0,0,10000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","AZ","USA","08","2016","l","f",0,0,0,850000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","CA","USA","08","2016","l","f",0,0,0,11685341,-3010," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","CO","USA","08","2016","l","f",0,0,0,2988500,-6345," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","CT","USA","08","2016","l","f",0,0,0,1048000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","DC","USA","08","2016","l","f",0,0,0,1499000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","DE","USA","08","2016","l","f",0,0,0,285000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","FL","USA","08","2016","l","f",0,0,0,-1076600,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","GA","USA","08","2016","l","f",0,0,0,2435000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","HI","USA","08","2016","l","f",0,0,0,60000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","ID","USA","08","2016","l","f",0,0,0,-146298,-248," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","IL","USA","08","2016","l","f",0,0,0,1634000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","IN","USA","08","2016","l","f",0,0,0,50000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","MA","USA","08","2016","l","f",0,0,0,2080700,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","MD","USA","08","2016","l","f",0,0,0,35000,-635," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","ME","USA","08","2016","l","f",0,0,0,20000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","MN","USA","08","2016","l","f",0,0,0,95000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","MS","USA","08","2016","l","f",0,0,0,110200,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","NC","USA","08","2016","l","f",0,0,0,-120900,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","NH","USA","08","2016","l","f",0,0,0,-8009,-410," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","NJ","USA","08","2016","l","f",0,0,0,811000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","NM","USA","08","2016","l","f",0,0,0,3012462,-5410," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","NV","USA","08","2016","l","f",0,0,0,10000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","NY","USA","08","2016","l","f",0,0,0,669100,-10575," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","OR","USA","08","2016","l","f",0,0,0,45000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","","PR","PRI","08","2016","l","f",0,0,0,12000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","RI","USA","08","2016","l","f",0,0,0,100000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","001","WY","USA","08","2016","l","f",0,0,0,5000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","AL","USA","08","2016","l","f",0,0,0,252000,-82," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","CT","USA","08","2016","l","f",0,0,0,-3415900,722," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","DE","USA","08","2016","l","f",0,0,0,894142,-417," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","HI","USA","08","2016","l","f",0,0,0,1755200,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","IN","USA","08","2016","l","f",0,0,0,877800,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","MA","USA","08","2016","l","f",0,0,0,-23000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","MD","USA","08","2016","l","f",0,0,0,1773400,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","MN","USA","08","2016","l","f",0,0,0,603400,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","NC","USA","08","2016","l","f",0,0,0,43000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","NH","USA","08","2016","l","f",0,0,0,67775,-179," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","NJ","USA","08","2016","l","f",0,0,0,8445402,-17," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","NV","USA","08","2016","l","f",0,0,0,11778863,-4706," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","NY","USA","08","2016","l","f",0,0,0,50000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","OH","USA","08","2016","l","f",0,0,0,65000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","PA","USA","08","2016","l","f",0,0,0,2834400,-2191," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","","PR","PRI","08","2016","l","f",0,0,0,-35000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","RI","USA","08","2016","l","f",0,0,0,1094000,-4230," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","UT","USA","08","2016","l","f",0,0,0,94000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","VT","USA","08","2016","l","f",0,0,0,337400,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","WV","USA","08","2016","l","f",0,0,0,340000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","003","WY","USA","08","2016","l","f",0,0,0,1220500,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","AZ","USA","08","2016","l","f",0,0,0,3479000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","CA","USA","08","2016","l","f",0,0,0,-15000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","CO","USA","08","2016","l","f",0,0,0,4850316,-1054," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","CT","USA","08","2016","l","f",0,0,0,-156500,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","DE","USA","08","2016","l","f",0,0,0,5000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","FL","USA","08","2016","l","f",0,0,0,1557000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","ID","USA","08","2016","l","f",0,0,0,50000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","IN","USA","08","2016","l","f",0,0,0,239500,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","LA","USA","08","2016","l","f",0,0,0,400000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","MA","USA","08","2016","l","f",0,0,0,729500,-1062," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","MD","USA","08","2016","l","f",0,0,0,2302700,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","ME","USA","08","2016","l","f",0,0,0,312200,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","MI","USA","08","2016","l","f",0,0,0,478800,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","MN","USA","08","2016","l","f",0,0,0,90000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","MS","USA","08","2016","l","f",0,0,0,30200,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","NH","USA","08","2016","l","f",0,0,0,7500,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","NJ","USA","08","2016","l","f",0,0,0,2050000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","NV","USA","08","2016","l","f",0,0,0,15000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","NY","USA","08","2016","l","f",0,0,0,3670400,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","OH","USA","08","2016","l","f",0,0,0,198849,-683," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","OK","USA","08","2016","l","f",0,0,0,300000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","OR","USA","08","2016","l","f",0,0,0,480400,-212," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","","PR","PRI","08","2016","l","f",0,0,0,-31500,-9," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","TX","USA","08","2016","l","f",0,0,0,-80000,-776," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","UT","USA","08","2016","l","f",0,0,0,0,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","VT","USA","08","2016","l","f",0,0,0,625000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","WA","USA","08","2016","l","f",0,0,0,55000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","005","WY","USA","08","2016","l","f",0,0,0,124000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","AR","USA","08","2016","l","f",0,0,0,1755000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","CA","USA","08","2016","l","f",0,0,0,-108800,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","CO","USA","08","2016","l","f",0,0,0,-3330,-32," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","CT","USA","08","2016","l","f",0,0,0,185100,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","HI","USA","08","2016","l","f",0,0,0,215500,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","IA","USA","08","2016","l","f",0,0,0,37000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","MN","USA","08","2016","l","f",0,0,0,105200,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","NC","USA","08","2016","l","f",0,0,0,105000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","NJ","USA","08","2016","l","f",0,0,0,542773,-1," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","NV","USA","08","2016","l","f",0,0,0,15000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","NY","USA","08","2016","l","f",0,0,0,-112500,-364," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","OH","USA","08","2016","l","f",0,0,0,45000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","OR","USA","08","2016","l","f",0,0,0,275000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","PA","USA","08","2016","l","f",0,0,0,100000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","","PR","PRI","08","2016","l","f",0,0,0,-25190,-3," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","RI","USA","08","2016","l","f",0,0,0,1349500,-2115," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","SC","USA","08","2016","l","f",0,0,0,2451000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","VT","USA","08","2016","l","f",0,0,0,585700,8," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","007","WA","USA","08","2016","l","f",0,0,0,111000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","AL","USA","08","2016","l","f",0,0,0,-19000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","AR","USA","08","2016","l","f",0,0,0,36600,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","CT","USA","08","2016","l","f",0,0,0,5653400,2170," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","FL","USA","08","2016","l","f",0,0,0,29316,-3," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","GA","USA","08","2016","l","f",0,0,0,5000000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","HI","USA","08","2016","l","f",0,0,0,655300,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","KY","USA","08","2016","l","f",0,0,0,1535000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","MA","USA","08","2016","l","f",0,0,0,1659500,-6345," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","MD","USA","08","2016","l","f",0,0,0,50000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","MN","USA","08","2016","l","f",0,0,0,15000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","MT","USA","08","2016","l","f",0,0,0,20000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","NH","USA","08","2016","l","f",0,0,0,865000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","NJ","USA","08","2016","l","f",0,0,0,2259000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","NM","USA","08","2016","l","f",0,0,0,610000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","OH","USA","08","2016","l","f",0,0,0,-270000,-2619," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","OR","USA","08","2016","l","f",0,0,0,-13000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","RI","USA","08","2016","l","f",0,0,0,355000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","SC","USA","08","2016","l","f",0,0,0,410000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","TN","USA","08","2016","l","f",0,0,0,50000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","009","WI","USA","08","2016","l","f",0,0,0,-47000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","010","GU","USA","08","2016","l","f",0,0,0,40000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
